Sección 2.3.1 -> Semilla 2

learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
2000000.0,19.815362,1.3914152076674833E-7,2000000.0,96.24925,92.49138450975714,92.48911138923654,92.17774042381912,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
Sección 2.3.2 -> Semilla 1

learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.674945,7.653978466987609E-9,100000.0,96.515,93.02210453360902,92.99328481241706,92.74321172746959,100000.0,17664.0,156.0,23.0,23.0,2.0,0.0,0.0,1.0
200000.0,2.736459,1.2904606387019156E-8,200000.0,96.229,92.45075607996583,92.44265859695182,92.15592465860279,200000.0,19120.0,371.0,86.0,86.0,2.0,0.0,0.0,1.0
300000.0,3.744971,1.8938765782448978E-8,300000.0,96.29133333333333,92.57685008269253,92.57895614473904,92.28577173483467,300000.0,23128.0,573.0,161.0,161.0,2.0,0.0,0.0,1.0
400000.0,4.763097,2.2270121545427374E-8,400000.0,96.255,92.50356739289096,92.5024649773022,92.2074949541189,400000.0,12648.0,788.0,231.0,231.0,1.0,0.0,0.0,1.0
500000.0,5.879308,2.3810969365553722E-8,500000.0,96.1894,92.37198517060686,92.37504852387374,92.06581215800915,500000.0,5336.0,978.0,271.0,271.0,0.0,0.0,0.0,1.0
600000.0,6.894235,2.831653913276063E-8,600000.0,96.30733333333333,92.60809642861652,92.60552216240751,92.31433655824087,600000.0,17160.0,1223.0,384.0,384.0,1.0,0.0,0.0,1.0
700000.0,7.988455,4.0454816425012216E-8,700000.0,96.27071428571429,92.53534959388803,92.53530752359792,92.24208383482667,700000.0,42880.0,1487.0,479.0,479.0,4.0,0.0,0.0,1.0
800000.0,8.984911,5.5350600137478776E-8,800000.0,96.307,92.60784899373495,92.607790544057,92.31529553754434,800000.0,57784.0,1721.0,565.0,565.0,4.0,0.0,0.0,1.0
900000.0,9.984035,6.10680470822586E-8,900000.0,96.2851111111111,92.56420644550435,92.56280155088076,92.27023877781271,900000.0,22120.0,1925.0,633.0,633.0,2.0,0.0,0.0,1.0
1000000.0,10.963136,6.723829206286206E-8,1000000.0,96.2456,92.48481666772777,92.48285597012683,92.18207942027779,1000000.0,24360.0,2124.0,700.0,700.0,3.0,0.0,0.0,1.0
1100000.0,11.941272,8.072657517054016E-8,1100000.0,96.28245454545454,92.55858589665166,92.55707371942464,92.25872036891903,1100000.0,53304.0,2346.0,780.0,780.0,4.0,0.0,0.0,1.0
1200000.0,12.948806,8.627320219866104E-8,1200000.0,96.2535,92.50046561694447,92.4985108147387,92.1957671957672,1200000.0,21280.0,2530.0,821.0,821.0,3.0,0.0,0.0,1.0
1300000.0,14.013505,9.662527875146932E-8,1300000.0,96.22661538461539,92.44663156222781,92.44458272237762,92.14108682870248,1300000.0,37584.0,2794.0,928.0,928.0,4.0,0.0,0.0,1.0
1400000.0,15.002622,9.986171571330891E-8,1400000.0,96.2695,92.53215045599691,92.53299439406265,92.22886510808493,1400000.0,12648.0,2958.0,962.0,962.0,1.0,0.0,0.0,1.0
1500000.0,16.018333,1.0462091832939121E-7,1500000.0,96.22553333333333,92.44413467292645,92.44267299547364,92.13740139984446,1500000.0,18112.0,3169.0,1032.0,1032.0,2.0,0.0,0.0,1.0
1600000.0,17.083685,1.0796789367579751E-7,1600000.0,96.24575,92.48451860597417,92.48088865411312,92.17647602785668,1600000.0,12144.0,3391.0,1117.0,1117.0,1.0,0.0,0.0,1.0
1700000.0,18.087271,1.1072826299402449E-7,1700000.0,96.26794117647059,92.52897452211045,92.5256997179687,92.22189393725778,1700000.0,10632.0,3548.0,1136.0,1136.0,1.0,0.0,0.0,1.0
1800000.0,19.185654,1.1847084943205118E-7,1800000.0,96.2538888888889,92.50075508640859,92.49764125752128,92.1888484604166,1800000.0,27248.0,3762.0,1187.0,1187.0,3.0,0.0,0.0,1.0
1900000.0,20.222627,1.3564199758693576E-7,1900000.0,96.247,92.4868995212139,92.48388093022079,92.17373266426964,1900000.0,64008.0,3952.0,1238.0,1238.0,4.0,0.0,0.0,1.0
2000000.0,21.243103,1.476042691183587E-7,2000000.0,96.24925,92.49138450975714,92.48911138923654,92.17774042381912,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
Sección 2.3.2 -> Semilla 3

learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.439352,6.577391624450684E-9,100000.0,96.515,93.02210453360902,92.99328481241706,92.74321172746959,100000.0,17664.0,156.0,23.0,23.0,2.0,0.0,0.0,1.0
200000.0,2.481674,1.1733089048001501E-8,200000.0,96.229,92.45075607996583,92.44265859695182,92.15592465860279,200000.0,19120.0,371.0,86.0,86.0,2.0,0.0,0.0,1.0
300000.0,3.499585,1.782348482352164E-8,300000.0,96.29133333333333,92.57685008269253,92.57895614473904,92.28577173483467,300000.0,23128.0,573.0,161.0,161.0,2.0,0.0,0.0,1.0
400000.0,4.537907,2.12209228405522E-8,400000.0,96.255,92.50356739289096,92.5024649773022,92.2074949541189,400000.0,12648.0,788.0,231.0,231.0,1.0,0.0,0.0,1.0
500000.0,5.791936,2.295201835119062E-8,500000.0,96.1894,92.37198517060686,92.37504852387374,92.06581215800915,500000.0,5336.0,978.0,271.0,271.0,0.0,0.0,0.0,1.0
600000.0,6.789231,2.737931430546774E-8,600000.0,96.30733333333333,92.60809642861652,92.60552216240751,92.31433655824087,600000.0,17160.0,1223.0,384.0,384.0,1.0,0.0,0.0,1.0
700000.0,7.855622,3.9208882088876434E-8,700000.0,96.27071428571429,92.53534959388803,92.53530752359792,92.24208383482667,700000.0,42880.0,1487.0,479.0,479.0,4.0,0.0,0.0,1.0
800000.0,8.839102,5.3910690664003295E-8,800000.0,96.307,92.60784899373495,92.607790544057,92.31529553754434,800000.0,57784.0,1721.0,565.0,565.0,4.0,0.0,0.0,1.0
900000.0,9.83001,5.958112187890543E-8,900000.0,96.2851111111111,92.56420644550435,92.56280155088076,92.27023877781271,900000.0,22120.0,1925.0,633.0,633.0,2.0,0.0,0.0,1.0
1000000.0,10.80205,6.570686879464322E-8,1000000.0,96.2456,92.48481666772777,92.48285597012683,92.18207942027779,1000000.0,24360.0,2124.0,700.0,700.0,3.0,0.0,0.0,1.0
1100000.0,11.783247,7.923736242784395E-8,1100000.0,96.28245454545454,92.55858589665166,92.55707371942464,92.25872036891903,1100000.0,53304.0,2346.0,780.0,780.0,4.0,0.0,0.0,1.0
1200000.0,12.75888,8.460836962693268E-8,1200000.0,96.2535,92.50046561694447,92.4985108147387,92.1957671957672,1200000.0,21280.0,2530.0,821.0,821.0,3.0,0.0,0.0,1.0
1300000.0,13.788618,9.462052010827595E-8,1300000.0,96.22661538461539,92.44663156222781,92.44458272237762,92.14108682870248,1300000.0,37584.0,2794.0,928.0,928.0,4.0,0.0,0.0,1.0
1400000.0,14.741085,9.773703656055862E-8,1400000.0,96.2695,92.53215045599691,92.53299439406265,92.22886510808493,1400000.0,12648.0,2958.0,962.0,962.0,1.0,0.0,0.0,1.0
1500000.0,15.711335,1.0228322768997816E-7,1500000.0,96.22553333333333,92.44413467292645,92.44267299547364,92.13740139984446,1500000.0,18112.0,3169.0,1032.0,1032.0,2.0,0.0,0.0,1.0
1600000.0,16.70991,1.054204123073982E-7,1600000.0,96.24575,92.48451860597417,92.48088865411312,92.17647602785668,1600000.0,12144.0,3391.0,1117.0,1117.0,1.0,0.0,0.0,1.0
1700000.0,17.677864,1.0808277559570142E-7,1700000.0,96.26794117647059,92.52897452211045,92.5256997179687,92.22189393725778,1700000.0,10632.0,3548.0,1136.0,1136.0,1.0,0.0,0.0,1.0
1800000.0,18.730567,1.1550336019239494E-7,1800000.0,96.2538888888889,92.50075508640859,92.49764125752128,92.1888484604166,1800000.0,27248.0,3762.0,1187.0,1187.0,3.0,0.0,0.0,1.0
1900000.0,19.710686,1.317330677724547E-7,1900000.0,96.247,92.4868995212139,92.48388093022079,92.17373266426964,1900000.0,64008.0,3952.0,1238.0,1238.0,4.0,0.0,0.0,1.0
2000000.0,20.678045,1.4307268872029253E-7,2000000.0,96.24925,92.49138450975714,92.48911138923654,92.17774042381912,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
Sección 2.3.2 -> Semilla 4

learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.406248,6.4261166254679355E-9,100000.0,96.515,93.02210453360902,92.99328481241706,92.74321172746959,100000.0,17664.0,156.0,23.0,23.0,2.0,0.0,0.0,1.0
200000.0,2.418724,1.1434185057878494E-8,200000.0,96.229,92.45075607996583,92.44265859695182,92.15592465860279,200000.0,19120.0,371.0,86.0,86.0,2.0,0.0,0.0,1.0
300000.0,3.406465,1.7344066780060528E-8,300000.0,96.29133333333333,92.57685008269253,92.57895614473904,92.28577173483467,300000.0,23128.0,573.0,161.0,161.0,2.0,0.0,0.0,1.0
400000.0,4.395081,2.0578864446530737E-8,400000.0,96.255,92.50356739289096,92.5024649773022,92.2074949541189,400000.0,12648.0,788.0,231.0,231.0,1.0,0.0,0.0,1.0
500000.0,5.46403,2.2054470525019695E-8,500000.0,96.1894,92.37198517060686,92.37504852387374,92.06581215800915,500000.0,5336.0,978.0,271.0,271.0,0.0,0.0,0.0,1.0
600000.0,6.424539,2.6318462232334745E-8,600000.0,96.30733333333333,92.60809642861652,92.60552216240751,92.31433655824087,600000.0,17160.0,1223.0,384.0,384.0,1.0,0.0,0.0,1.0
700000.0,7.487456,3.810949263266391E-8,700000.0,96.27071428571429,92.53534959388803,92.53530752359792,92.24208383482667,700000.0,42880.0,1487.0,479.0,479.0,4.0,0.0,0.0,1.0
800000.0,8.460678,5.2657956805908015E-8,800000.0,96.307,92.60784899373495,92.607790544057,92.31529553754434,800000.0,57784.0,1721.0,565.0,565.0,4.0,0.0,0.0,1.0
900000.0,9.434429,5.823020777768559E-8,900000.0,96.2851111111111,92.56420644550435,92.56280155088076,92.27023877781271,900000.0,22120.0,1925.0,633.0,633.0,2.0,0.0,0.0,1.0
1000000.0,10.43224,6.451836223196652E-8,1000000.0,96.2456,92.48481666772777,92.48285597012683,92.18207942027779,1000000.0,24360.0,2124.0,700.0,700.0,3.0,0.0,0.0,1.0
1100000.0,11.434434,7.833839993716942E-8,1100000.0,96.28245454545454,92.55858589665166,92.55707371942464,92.25872036891903,1100000.0,53304.0,2346.0,780.0,780.0,4.0,0.0,0.0,1.0
1200000.0,12.46063,8.398776409733626E-8,1200000.0,96.2535,92.50046561694447,92.4985108147387,92.1957671957672,1200000.0,21280.0,2530.0,821.0,821.0,3.0,0.0,0.0,1.0
1300000.0,13.540019,9.448267163294885E-8,1300000.0,96.22661538461539,92.44663156222781,92.44458272237762,92.14108682870248,1300000.0,37584.0,2794.0,928.0,928.0,4.0,0.0,0.0,1.0
1400000.0,14.529182,9.771925910893413E-8,1400000.0,96.2695,92.53215045599691,92.53299439406265,92.22886510808493,1400000.0,12648.0,2958.0,962.0,962.0,1.0,0.0,0.0,1.0
1500000.0,15.557881,1.0253931813355948E-7,1500000.0,96.22553333333333,92.44413467292645,92.44267299547364,92.13740139984446,1500000.0,18112.0,3169.0,1032.0,1032.0,2.0,0.0,0.0,1.0
1600000.0,16.592407,1.0578944862302806E-7,1600000.0,96.24575,92.48451860597417,92.48088865411312,92.17647602785668,1600000.0,12144.0,3391.0,1117.0,1117.0,1.0,0.0,0.0,1.0
1700000.0,17.585067,1.0851976591265864E-7,1700000.0,96.26794117647059,92.52897452211045,92.5256997179687,92.22189393725778,1700000.0,10632.0,3548.0,1136.0,1136.0,1.0,0.0,0.0,1.0
1800000.0,18.629328,1.1588084220058389E-7,1800000.0,96.2538888888889,92.50075508640859,92.49764125752128,92.1888484604166,1800000.0,27248.0,3762.0,1187.0,1187.0,3.0,0.0,0.0,1.0
1900000.0,19.613613,1.3217953422210283E-7,1900000.0,96.247,92.4868995212139,92.48388093022079,92.17373266426964,1900000.0,64008.0,3952.0,1238.0,1238.0,4.0,0.0,0.0,1.0
2000000.0,20.604226,1.4379174429716334E-7,2000000.0,96.24925,92.49138450975714,92.48911138923654,92.17774042381912,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
Sección 2.3.2 -> Semilla 5

learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,1.475639,6.743211944897969E-9,100000.0,96.515,93.02210453360902,92.99328481241706,92.74321172746959,100000.0,17664.0,156.0,23.0,23.0,2.0,0.0,0.0,1.0
200000.0,2.536494,1.1990580215222305E-8,200000.0,96.229,92.45075607996583,92.44265859695182,92.15592465860279,200000.0,19120.0,371.0,86.0,86.0,2.0,0.0,0.0,1.0
300000.0,3.581952,1.8245796031422085E-8,300000.0,96.29133333333333,92.57685008269253,92.57895614473904,92.28577173483467,300000.0,23128.0,573.0,161.0,161.0,2.0,0.0,0.0,1.0
400000.0,4.606877,2.1599398439543113E-8,400000.0,96.255,92.50356739289096,92.5024649773022,92.2074949541189,400000.0,12648.0,788.0,231.0,231.0,1.0,0.0,0.0,1.0
500000.0,5.714577,2.312849744533499E-8,500000.0,96.1894,92.37198517060686,92.37504852387374,92.06581215800915,500000.0,5336.0,978.0,271.0,271.0,0.0,0.0,0.0,1.0
600000.0,6.695303,2.748223856712381E-8,600000.0,96.30733333333333,92.60809642861652,92.60552216240751,92.31433655824087,600000.0,17160.0,1223.0,384.0,384.0,1.0,0.0,0.0,1.0
700000.0,7.772513,3.9431822455177706E-8,700000.0,96.27071428571429,92.53534959388803,92.53530752359792,92.24208383482667,700000.0,42880.0,1487.0,479.0,479.0,4.0,0.0,0.0,1.0
800000.0,8.836775,5.534122193232179E-8,800000.0,96.307,92.60784899373495,92.607790544057,92.31529553754434,800000.0,57784.0,1721.0,565.0,565.0,4.0,0.0,0.0,1.0
900000.0,9.883939,6.133357584683432E-8,900000.0,96.2851111111111,92.56420644550435,92.56280155088076,92.27023877781271,900000.0,22120.0,1925.0,633.0,633.0,2.0,0.0,0.0,1.0
1000000.0,10.919685,6.786079475242231E-8,1000000.0,96.2456,92.48481666772777,92.48285597012683,92.18207942027779,1000000.0,24360.0,2124.0,700.0,700.0,3.0,0.0,0.0,1.0
1100000.0,11.911649,8.153976297833854E-8,1100000.0,96.28245454545454,92.55858589665166,92.55707371942464,92.25872036891903,1100000.0,53304.0,2346.0,780.0,780.0,4.0,0.0,0.0,1.0
1200000.0,12.912832,8.705142679106858E-8,1200000.0,96.2535,92.50046561694447,92.4985108147387,92.1957671957672,1200000.0,21280.0,2530.0,821.0,821.0,3.0,0.0,0.0,1.0
1300000.0,13.930013,9.694148546498683E-8,1300000.0,96.22661538461539,92.44663156222781,92.44458272237762,92.14108682870248,1300000.0,37584.0,2794.0,928.0,928.0,4.0,0.0,0.0,1.0
1400000.0,14.889064,1.0007954507238336E-7,1400000.0,96.2695,92.53215045599691,92.53299439406265,92.22886510808493,1400000.0,12648.0,2958.0,962.0,962.0,1.0,0.0,0.0,1.0
1500000.0,15.905816,1.048436253849003E-7,1500000.0,96.22553333333333,92.44413467292645,92.44267299547364,92.13740139984446,1500000.0,18112.0,3169.0,1032.0,1032.0,2.0,0.0,0.0,1.0
1600000.0,16.897556,1.0795933674607012E-7,1600000.0,96.24575,92.48451860597417,92.48088865411312,92.17647602785668,1600000.0,12144.0,3391.0,1117.0,1117.0,1.0,0.0,0.0,1.0
1700000.0,17.860671,1.1060839033582145E-7,1700000.0,96.26794117647059,92.52897452211045,92.5256997179687,92.22189393725778,1700000.0,10632.0,3548.0,1136.0,1136.0,1.0,0.0,0.0,1.0
1800000.0,18.889853,1.1786317359035214E-7,1800000.0,96.2538888888889,92.50075508640859,92.49764125752128,92.1888484604166,1800000.0,27248.0,3762.0,1187.0,1187.0,3.0,0.0,0.0,1.0
1900000.0,19.86151,1.339527596284946E-7,1900000.0,96.247,92.4868995212139,92.48388093022079,92.17373266426964,1900000.0,64008.0,3952.0,1238.0,1238.0,4.0,0.0,0.0,1.0
2000000.0,20.855558,1.4560523562133312E-7,2000000.0,96.24925,92.49138450975714,92.48911138923654,92.17774042381912,2000000.0,45312.0,4129.0,1286.0,1286.0,4.0,0.0,0.0,1.0
Fin Sección 2.3.2

